code,name,name_short,name_tv,gender,function,country_code,country,country_full,nationality,nationality_full,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
1944367,LAGAN Alexis,LAGAN A,Alexis LAGAN,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0,['Shooting'],['10m Air Pistol Women'],25-01-1993,"BOULDER CITY, NV",United States,"COLORADO SPRINGS, CO",United States,"Lexi, Lex","Riding her Peloton, singing, spending time with her dogs","Athlete, coach","Graduated in 2017 with a Bachelor's degree of Science in Pre-law Physics and a Political Science Minor from University of Utah (Salt Lake City, UT, USA)","Husband, Jacob Peterson. Father, Barry. Mother, Jill. Sister, Abbigail",English,National: Jason Turner (USA),"She was looking for a sport or activity to make friends. ""Because of my participation in my sport, I now have friends all over the world."" (Athlete, 25 Apr 2024)",,"Her parents. ""They don't know how much they mean to me. The amount of times I look to them for guidance, support, and their unwavering love is immense. They are who I want to be when I grow up."" (Athlete, 25 Apr 2024)","""Do the best you can, with what you have, where you are."" (Athlete, 25 Apr 2024)",,"Always prays before her matches. ""My Heavenly Father is always with me."" (Athlete, 25 Apr 2024)",
1967448,BELL Joshua,BELL J,Joshua BELL,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,0,0,['Shooting'],"['Skeet Men', 'Skeet Mixed Team']",20-05-1994,"BAULKHAM HILLS, NSW",Australia,"CAMDEN, NSW",Australia,"Josh, Bellie","Camping, fishing, sporting events, having family time","Project manager, builder",Completed Cert IIIV and Advanced Diploma in Building and Construction,"Wife, Zuzana. Daughters, Isla and Millie. Father, Stephen. Mother, Karen. Older sister, Stephanie Moretti",English,National: Lauryn Mark (AUS),"""My father introduced me to the sport as a way of spending time together."" (Athlete, 24 Jun 2024)","Tennis player Roger Federer (SUI), 20-time Grand Slam singles champion, 2008 Olympic doubles champion, 2012 Olympic singles silver medallist. </p><p>""Even outside of his sport, his legacy is just as big as on the court. No matter how great he became he had time for everyone and was genuine in his approach to people and life."" (Athlete, 24 Jun 2024)","His wife and children. ""They inspire me in so many different ways to just keep pushing the limits of life and never give up."" (Athlete, 24 Jun 2024)","""It's nice to be important, but it's more important to be nice."" (Athlete, 24 Jun 2024)</p><p>""Keep it simple, stupid."" (Athlete, 24 Jun 2024)",,"""I have my go to socks and undies."" (Athlete, 24 Jun 2024)",
1879467,WASICK Katarzyna,WASICK K,Katarzyna WASICK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", ""Women's 50m Freestyle""]",22-03-1992,KRAKOW,Poland,"DALLAS, TX",United States,"Wilczyca ('She-wolf', as her maiden name Wilk means wolf in Polish)","Climbing in the mountains, reading","Athlete, coach","Studied Psychology at University of Southern California (Los Angeles, CA, USA)","Husband, Matthew","English, Polish","Personal: Ossie Quevedo, based at Southern Methodist University (USA)","Followed her brothers into the sport. ""My older brothers were my heroes and I wanted to race with them and achieve the same results like them."" (myInfo)","Basketball player Michael Jordan (USA), six-time National Basketball Association (NBA) champion with the Chicago Bulls (1991-93, 1996-98), two-time Olympic gold medallist (1984, 1992)",Her family,"""Do what you love and love what you do."" (myInfo)","Husband Matthew Wasick (poker), plays professionally. </p><p>Brother, Krzysztof Wilk (swimming), competed at junior international level.</p><p>Brother, Robert Wilk (swimming), participated at national level in Poland. </p><p>Father, Zbigniew Wilk (boxing), competed at national amateur level in Poland",,
1903546,DEAN Tom,DEAN T,Tom DEAN,Male,Athlete,GBR,Great Britain,Great Britain,Great Britain,Great Britain,GBR,0,0,['Swimming'],"[""Men's 200m Individual Medley"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 200m Freestyle Relay""]",02-05-2000,LONDON,Great Britain,BATH,Great Britain,"Deano, The SubmaDean","Spending time with his dogs, golf, supporting English football club Liverpool","Athlete, student",Studying a Master's in Mechanical Engineering at University of Bath (GBR),"Father, Jonathan. Mother, Jacquie. Older sister, Connie. Younger sister, Nancy, Younger brothers, Alfie and Will",English,Club: Dave McNulty (GBR),Mum took all his siblings for swimming lessons,"Swimmer Michael Phelps (USA), 28-time Olympic medallist (23 gold, three silver, two bronze); 33-time world championship medallist (26 gold, six silver, one bronze)",Sister Connie,"""Speed is the answer."" (isl.global)","Sister, Connie (swimming) competed for Duke University (NC, USA)",,
1907169,WELLBROCK Florian,WELLBROCK F,Florian WELLBROCK,Male,Athlete,GER,Germany,Germany,Germany,Germany,GER,0,0,"['Marathon Swimming', 'Swimming']","[""Men's 10km"", ""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",19-08-1997,BREMEN,Germany,MAGDEBURG,Germany,Flo,"Listening to music, driving",Athlete,Real Estate Studies,"Wife, Sarah Kohler (married in December 2021)","English, German",Personal: Bernd Berkhahn (GER).<br>National: Stefan Lurz (GER),His parents wanted him to learn how to swim,"Triathlete Marcus Herbst (GER), bronze medallist in the 2007 Hamburg BG Triathlon World Championships",,,"Wife, Sarah Kohler (swimming), Tokyo 2020 1500m freestyle bronze medallist, two -time 2019 World Championships medallist (mixed open water gold, 1500m freestyle silver)",Listens to rap music before a competition,
1928919,McKEE Anton,McKEE A,Anton McKEE,Male,Athlete,ISL,Iceland,Iceland,Iceland,Iceland,ISL,0,0,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 200m Breaststroke""]",18-12-1993,REYKJAVIK,Iceland,"BLACKSBURG, VA",United States,McIykill,"Outdoors, hiking and spending time with family",Athlete,"Graduated in 2017 with a Bachelor's Degree in Management Information Systems at University of Alabama (Tuscaloosa, AL, USA)","Father, Robert (deceased 2020). Mother, Helga. Brother, Arnar. Sister, Karitas","Danish, English, Icelandic",Club: Sergio Lopez (ESP),"""We have a lot of swimming pools in Iceland. My parents went swimming every day and I always got to float with them. I quickly fell in love with water and swimming as a child."" (myInfo)","Swimmer Jakob Johann Sveinsson (ISL), four-time Olympian (2000, 2004, 2008, 2012), two-time world championship team member (2009, 2011)",,"""Fearless, mindful, unbreakable."" - Viking mentality",,,
1935945,MANUEL Simone,MANUEL S,Simone MANUEL,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 200m Freestyle Relay"", ""Women's 50m Freestyle""]",02-08-1996,"SUGAR LAND, TX",United States,"AUSTIN, TX",United States,Swimone,"Cooking, food",Athlete,"African American Studies, Communications at Stanford University (CA, USA)","Husband, Denzel Franklin",English,Club: Bob Bowman (USA),"Her parents wanted her to be safe in the water. ""I remember watching Michael Phelps at the 2008 Olympic Games winning eight gold medals. I said to myself, 'I want to do that one day'. Maybe not the eight gold medals, but go to the Olympics."" (myInfo)","Swimmer Maritza Correia (USA), 2004 Olympic silver medallist (4x100m freestyle relay), two-time world championship relay medallist (2003 gold, 2001 silver).</p><p>Swimmer Tanica Jamison (USA), competed at the 2008 U.S. Olympic Trials, is an 11-time All-American and two-time National Collegiate Athletic Association (NCAA) champion at the University of Texas.</p><p>Tennis player Serena Williams (USA), winner of 23 Grand Slam singles titles, 2012 Olympic singles champion, three-time Olympic doubles champion (2000, 2008, 2012).</p><p>Tennis player Venus Williams (USA), winner of seven Grand Slam singles titles, 2000 Olympic singles champion, three-time Olympic doubles champion (2000, 2008, 2012), 2016 mixed doubles silver medallist",,"""I know what I'm capable of. I want to win. I think that is what defines a racer. You have to have mental toughness, because everyone lined up against you is capable of winning and swimming fast. It's a mindset of being confident and knowing you can compete."" (myInfo)",,,
1935957,MURPHY Ryan,MURPHY R,Ryan MURPHY,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,0,0,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 200m Backstroke"", ""Men's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",02-07-1995,"PALOS HEIGHTS, IL",United States,"SAN FRANCISCO, CA",United States,Murph,"Supporting the Jacksonville Jaguars American football team, sailing, stock trading, home improvement, golf",Athlete,"Graduated in 2017 with a Degree in Business Administration at University of California, Berkeley (USA)","Wife, Bridget Konttinen (married September 2023). Father, Pat. Mother, Katy. Older brother, Patrick. Older sister, Shannon",English,Club: Dave Durden (USA),"Sister Shannon and brother Patrick were both competitive swimmers as children. He learned to swim after moving with his family from Chicago to Florida. ""As the weather in Chicago is so bad, my parents loved the weather in Florida, so we were always down at the community pool. When I was in seventh grade I ended up giving up other sports and completely honed in on swimming. Going to the Olympics has been a lifelong dream of mine. I can still remember watching the Olympics in 2000 when I was five. Ever since I can remember, I've wanted that."" (myInfo)","Swimmer Nathan Adrian (USA), eight-time Olympic medallist (five gold, one silver, two bronze), 16-time world championship medallist (10 gold, four silver, two bronze).</p><p>Swimmer Lenny Krayzelburg (USA), four-time Olympic champion, three-time 1998 World Championships medallist (two gold, one silver).</p><p>Swimmer Michael Phelps (USA), 28-time Olympic medallist (23 gold, three silver, two bronze); 33-time world championship medallist (26 gold, six silver, one bronze)",His parents,"""You always want to keep the pleasure greater than the pressure."" (myInfo)",,,
1967057,MAC NEIL Margaret,MAC NEIL M,Margaret MAC NEIL,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,0,0,['Swimming'],"[""Women's 100m Butterfly"", ""Women's 100m Freestyle"", ""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",26-02-2000,"JIUJIANG, JIANGXI",China,"BATON ROUGE, LA",United States,"Maggie, Mags, Maggers","Volleyball, playing the violin and clarinet, reading, sewing, travelling, kayaking, rock climbing","Athlete, student","Master's Degree in Sports Management at Louisiana State University (USA). </p><p>Undergraduate degree at University of Michigan (Ann Arbor, MI, USA)","Father, Edward. Mother, Susan. Sister, Clara",English,Club: Richard Bishop (USA),To make friends and satisfy her competitive spirit,"Swimmer Missy Franklin (USA), five-time Olympic champion (four in 2012, one in 2016), 16-time world championship medallist (11 gold, two silver, three bronze).</p><p>Swimmer Sarah Sjostrom (SWE), four-time Olympic medallist  (one gold, two silver, one bronze), 25-time world championship medallist (14 gold, eight silver, three bronze)",,"""The comfort zone is a beautiful place but nothing ever grows there."" (olympic.ca)",,Pre-race routine includes splashing herself 15 times with water before she gets on the blocks and kicking the backfoot plate three times,
1968003,DELGADO Anicka,DELGADO A,Anicka DELGADO,Female,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,0,0,['Swimming'],"[""Women's 50m Freestyle""]",13-06-2002,"SHAKOPEE, MN",United States,"LOS ANGELES, CA",United States,Ani,"Shopping, going to the beach, visiting coffee shops and restaurants, travelling","Athlete, student","Degree in Business Administration at University of Southern California, Los Angeles (USA)","Father, Felipe. Mother, Megan","English, Spanish",Club: Lea Maurer,Her father founded a swimming club and encouraged her to take up swimming,,Her father,"""It's just a sport."" (myInfo)","Father, Felipe Delgado (swimming), two-time Olympian (1996, 2000) and was the Opening Ceremony flagbearer for Ecuador at the Atlanta 1996 Olympic Games",,
1926545,van der KAAY Nicole,van der KAAY N,Nicole van der KAAY,Female,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,0,0,['Triathlon'],"[""Women's Individual""]",10-02-1996,ROTORUA,New Zealand,CAMBRIDGE,New Zealand,"Vandy, NVDK","Photographer and artist. Loves a family barbecue, visiting markets, baking her own sourdough bread, yoga, meditation, nature and the beach. Fan of New Zealand rockers Six60 and the US comedy show Brooklyn Nine-Nine",Athlete,"Studied Marine Biology at the University of Waikato (Hamilton, NZL)","Partner, Tayler Reid. Parents, John and Anna. Brothers, Ryan and Cameron",English,Personal: Stephen Sheldrake (NZL),Was involved in swimming and surf lifesaving as a child and her potential for multisport was noticed when she won an age-group aquathlon world title as a teenager in Auckland,"Athlete Jesse Owens (USA), four-time Olympic champion at Berlin 1936 (100m, 200m, long jump, 4x100m relay)",,,"Partner, Tayler Reid (triathlon), Tokyo 2020 Olympian finishing 18th in the individual. Mixed relay bronze medallist at the 2018 Commonwealth Games alongside Nicole.</p><p>“Tayler and I are there for each other at the finish line, and on training days week in and week out, so we’re very much each other’s top supporters. We’ve both been through ups and downs together, we see all the behind-the-scenes together, and how hard we are on ourselves. Mostly our race plans align, which I’m really grateful for. It would be really hard to be in a relationship with a partner who doesn’t understand or isn’t in the same place. We’re so lucky to travel the world together.” (newsroom.co.nz, 31 Mar 2023)",,
1895280,SAWETTABUT Suthasini,SAWETTABUT S,Suthasini SAWETTABUT,Female,Athlete,THA,Thailand,Thailand,Thailand,Thailand,THA,0,0,['Table Tennis'],"[""Women's Singles"", ""Women's Team""]",09-12-1994,RANONG,Thailand,OSAKA,Japan,Ying,"Running, reading comics, animals","Athlete, police officer","Rattana Bundit University, Bangkok, THA. Studied for a master's degree in the Faculty of Political Science as part of a sports scholarship at Thonburi University in Bangkok, Thailand","Younger sister, Jinnipa","English, Thai",,"She was encouraged by her family to play table tennis as a way to keep fit, so one day she followed her brother when he went to play table tennis and joined in",,,"""Win or lose, every match is a kind of learning and development, and it only makes me stronger."" (Instagram profile, 25 Jan 2021)","Sister, Jinnipa Sawettabut (table tennis), won team bronze at the 2022 Asian Games with Suthasini and will also represent Thailand at the Paris Olympic Games 2024",,
1941562,EDEM Offiong,EDEM O,Offiong EDEM,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,0,0,['Table Tennis'],"[""Women's Singles""]",31-12-1986,CALABAR,Nigeria,CALABAR,Nigeria,Mabzy,"Reading, listening to music, football",Public Servant,"Physical Education - University of Uyo, Nigeria",,English,Personal: Richard Edem; Coco Bassey,"She was originally a street footballer, but chose table tennis due to the lower risk of injury. ""I started playing table tennis on my grandmother's dining table with my sister. One day, I decided to go elsewhere to play because I was bored playing at home. I paid to play at a tennis centre in our street and I enjoyed it. I was a regular player there and I became popular in the neighbourhood because I was winning games."" (myInfo)","Table tennis player Timo Boll (GER), four-time Olympic medallist (two silver, two bronze), six-time consecutive Olympian (2000-2020), nine-time world championship medallist (six silver, three bronze).</p><p>Table tennis player Zhang Yining (CHN), four-time Olympic champion in singles and doubles (2004, 2008)",Her family,"""My philosophy in sport is to place physical health above all other considerations."" (Athlete, 20 Jul 2021)</p><p>""Those who walk with God always reach their destination."" (Instagram profile)",,She prays before competitions,
1967347,BANSLEY Heather,BANSLEY H,Heather BANSLEY,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,176,0,['Beach Volleyball'],['Women'],13-09-1987,"LONDON, ON",Canada,"TORONTO, ON",Canada,Hez,"Reading, podcasts, cooking",Athlete,"Graduated with a Bachelor's degree in English Literature, Linguistics from University of Toronto (ON, CAN)","Father, Doug. Mother, Ann. Brothers, Dave, Mark and Andrew",English,National: Srdjan Veckov (SRB),Her university coach recommended beach volleyball as a training method during the summer,,University coach Kristine Drakic (CAN),"""Trust the value of joyful laughter on your journey.”",,,
1913664,YUAN Xinyue,YUAN X,YUAN X.Y,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,202,0,['Volleyball'],['Women'],21-12-1996,CHONGQING,China,BEIJING,China,Little Apple,"Singing, games, travel",Athlete,Graduated in 2024 with a degree in Psychology from Beijing Normal University (CHN),"Father, Chunwu. Mother, Zhou Bo",Mandarin,National: Cai Bin (CHN),Her mother was a middle school volleyball coach and introduced her to the sport,"Volleyball player Zhao Ruirui (CHN), two-time Olympic medallist (2004 gold, 2008 bronze), 2003 World Cup champion, 2002 Asian Games champion",Former Chinese national team coach Lang Ping,"""Do not forget your initial goal, then you will get good results."" (Weibo profile, 7 Feb 2016)",,,"Athletics: Previously competed in track and field events, including high jump and long jump"
1940308,DAJOMES BARRERA Neisi Patricia,DAJOMES BARRERA NP,Neisi Patricia DAJOMES BARRERA,Female,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,0,0,['Weightlifting'],"[""Women's 81kg""]",12-05-1998,PUYO,Ecuador,QUITO,Ecuador,Pato,"Her pets, reading, spending time with her family, listening to music",Athlete,Studied at San Francisco University of Quito (ECU),"Father, Teofilo Palacios. Mother, Orfelina Dajomes (deceased). Sisters, Angie and Jessica Palacios Dajome. Brothers, Javier Palacios (deceased) and German Palacios Dajome. Four other siblings",Spanish,"National: Hugo Quelal (CUB).</p><p>Personal: Walter Llerena (ECU), Alexei Ignatov (RUS)","She was introduced to weightlifting by her brother Javier and encouraged to pursue the sport by her brother's coaches. ""I saw how my older brother practised lifting weights every afternoon. I just wanted to accompany him and watch him. His coaches Mayra Hoyos and Walter Llerena asked me if I wanted to train too and I accepted. But then some of my friends told me that weightlifting would change my body and that I was going to look like a man. I came to believe them and I stopped practising for 15 days. The coaches went to look for me and convinced me to keep practising."" (myInfo)","Weightlifter Alexandra Escobar (ECU), five-time Olympian (2004, 2008, 2012, 2016, 2020), two-time world championship medallist (2013 silver, 2001 bronze). ""For me she is more than an inspiration, she is a motivation because, as a person, as an athlete, she has shown that women are capable of anything. No matter our age, we are always going to fulfil a dream we have, and for me Alexandra represents that."" (primicias.ec, 9 Oct 2021)","Coach Walter Llerena (ECU). ""He gave me all the support a high-level athlete needed and thanks to him, I pushed my level to where I am."" (myInfo)","""If you can dream it, you can achieve it."" (myInfo)","Sister, Angie Paola Palacios Dajomes (weightlifting), placed sixth in the middleweight (64kg) competition at Tokyo 2020. Five-time world championships medallist. </p><p>Brother, German Enrique Palacios Dajome (weightlifting), 2023 Pan American Junior champion in 81kg. At the 2023 World Junior Championships, he placed 11th in the overall. </p><p>Sister, Jessica Isabel Palacios Dajomes (weightlifting), won three silver medals at both the world youth championships and world junior championships in 2023",She wears a headband with a bow and paints her nails at competitions,
1939713,FUMITA Kenichiro,FUMITA K,FUMITA Kenichiro,Male,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,0,0,['Wrestling'],"[""Men's Greco-Roman 60kg""]",18-12-1995,NIRASAKI,Japan,TOKYO,Japan,"Uses amazing flexibility in signature move, an arching back suplex which earned him the nickname ""Cat Wrestler"" among Japanese media",Spending time at cat cafes,"Athlete, office worker","Physical Education at Nippon Sport Science University, Tokyo (JPN)","Married in July 2022. Daughter, Yuzukosho. Father, Toshiro",Japanese,National/Personal: Shingo Matsumoto (JPN),"Encouraged by his father Toshiro, who has worked as a coach at Nirasaki Technical High School in Japan",,His father Toshiro Fumita,"""Take it easy."" (myInfo)","Father, Toshiro Fumita (wrestling), placed second in the Japanese national wrestling championships",,
